"","player_id","birth_date","first_name","height","last_name","name","position_abbreviation","salary","slug","playing_position_id","team_id"
"8251","28d88a04-43ca-49e6-a596-6f6aa89c09ac",NA,"Daniel",78,"Ross","Daniel Ross","RB",NA,"nfl-brandon-ross","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","545d6178-62b4-4e6e-a118-60e4f66d257d"
"8252","b3496283-875d-4b21-bd82-89a4a99e288f","1982-11-03","Derick",70,"Ross","Derick Ross","RB",NA,"nfl-derick-ross","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","3a857729-4c8c-4dde-9cad-359cab5990de"
"8254","c31fdbc7-3c33-4bfa-a4eb-cfd1642da322","1995-05-19","Fred",74,"Ross","Fred Ross","WR",NA,"nfl-fred-ross",NA,"767f5024-184b-434b-9e52-90bb4375ca84"
"8259","8c54cebb-b6a2-4293-a160-4c18a95ddc76","1988-03-16","Jeremy",72,"Ross","Jeremy Ross","WR",0,"nfl-jeremy-ross","4934c69f-7843-4bab-97e8-8dc941a2a226","77c57737-b688-4bbf-a127-7b7f0ef8bcdd"
"8261","a91f0340-fc28-4f54-a9c4-1b80bf447cd9",NA,"John",71,"Ross","John Ross","QB",NA,"nfl-alex-ross","bca0ee16-51ba-4a18-9b2b-57412b101677","6bb48096-ca08-40e3-8dd2-2d93d96e346e"
"8265","1487633f-3277-4f6d-8879-335350477281","1990-02-02","Rashad",72,"Ross","Rashad Ross","WR",435000,"nfl-rashad-ross","4934c69f-7843-4bab-97e8-8dc941a2a226","50990622-f5d7-4597-b9b3-c73c9be32af2"
"8271","58faaa4d-bd3f-457b-99af-3ce2fb247e1f","1993-10-11","Josh",72,"Rounds","Josh Rounds","RB",NA,"nfl-josh-rounds",NA,"009ff336-845b-411b-8ee5-9b3089e99398"
"8282","ffb69a56-0e16-49f2-93c3-4b77cc890ce7","1986-05-21","Eddie",70,"Royal","Eddie Royal","WR",5500000,"nfl-eddie-royal","4934c69f-7843-4bab-97e8-8dc941a2a226","009ff336-845b-411b-8ee5-9b3089e99398"
"8290","b09ae3ff-4aac-418f-a4f9-4eef944f4acb","1985-05-04","Martin",77,"Rucker","Martin Rucker","TE",NA,"nfl-martin-rucker","05da6032-e719-4daf-8e6a-95a440e448ea","3a857729-4c8c-4dde-9cad-359cab5990de"
"8293","76903109-adf8-4e95-bac7-e2a959fb6583","1993-01-21","Jake",75,"Rudock","Jake Rudock","QB",NA,"nfl-jake-rudock","bca0ee16-51ba-4a18-9b2b-57412b101677","82fedbfa-8c2c-46cc-b02f-ea16abf5ffc9"
"8294","aec63217-9488-4086-865e-8bba980821a6","1989-11-09","Kyle",78,"Rudolph","Kyle Rudolph","TE",6440625,"nfl-kyle-rudolph","05da6032-e719-4daf-8e6a-95a440e448ea","273bc0eb-8984-4474-bbc8-5cce491aa662"
"8295","b1fd7b89-428f-47ba-9811-431015dd86d0","1995-09-15","Travis",72,"Rudolph","Travis Rudolph","WR",NA,"nfl-travis-rudolph",NA,"47b8904b-4d56-481a-ab06-6e56dfe59f78"
"8308","29cedbe7-364b-4903-b039-ef1be08fb8b9",NA,"Cooper",75,"Rush","Cooper Rush","QB",NA,"nfl-cooper-rush",NA,"d61f132b-29f6-4140-847b-efb50ea9ccba"
"8310","f2d4b372-b4d2-41c3-b695-8d9a50cf271f","1992-12-30","Xavier",75,"Rush","Xavier Rush","WR",0,"nfl-xavier-rush","4934c69f-7843-4bab-97e8-8dc941a2a226","a192531d-e60c-4256-8220-f3538dd8b020"
"8312","073961d2-cca8-4c35-9dfb-e88f2778d5ac","1992-09-29","Alonzo",76,"Russell","Alonzo Russell","WR",NA,"nfl-alonzo-russell","4934c69f-7843-4bab-97e8-8dc941a2a226","6bb48096-ca08-40e3-8dd2-2d93d96e346e"
"8317","72426788-339f-4022-94ee-ac733b02f043","1979-02-08","Cliff",71,"Russell","Cliff Russell","WR",NA,"nfl-cliff-russell","4934c69f-7843-4bab-97e8-8dc941a2a226","6e1ae482-bd5e-40b3-a2d8-24c0a9eec333"
"8321","e7fedc0d-f1a1-49be-a4ea-57d8af88f92d","1985-08-09","JaMarcus",78,"Russell","JaMarcus Russell","QB",NA,"nfl-jamarcus-russell","bca0ee16-51ba-4a18-9b2b-57412b101677","bf836ba5-77d0-4125-aa8a-ab785705eb29"
"8335","68ea98a4-5b8b-4a67-996a-5c8cfa024f3c","1985-05-17","Matt",76,"Ryan","Matt Ryan","QB",11500000,"nfl-matt-ryan","bca0ee16-51ba-4a18-9b2b-57412b101677","c1618ca6-3dad-485d-b237-ad34f8d0bf83"
"8338","c98ccbd3-e4a1-44b8-9053-b522b6874616","1995-08-11","Shakeir",68,"Ryan","Shakeir Ryan","WR",NA,"brendan-ryan",NA,"3f53d6c3-46ae-4a68-833e-fc29c8ecbdb2"
"8346","67e213f4-966d-4e16-a1a2-03a7d457ef35","1988-12-14","Brandon",71,"Saine","Brandon Saine","RB",NA,"nfl-brandon-saine","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","ade9a19b-3dfb-4436-aefd-e54f1c0d1a20"
"8352","d70d2219-d994-4583-961b-1b5221051229","1988-08-25","Greg",74,"Salas","Greg Salas","WR",0,"nfl-greg-salas","4934c69f-7843-4bab-97e8-8dc941a2a226","50990622-f5d7-4597-b9b3-c73c9be32af2"
"8371","4c9c006a-1390-4c78-84f3-94293ce4f09b","1996-08-11","Curtis",71,"Samuel","Curtis Samuel","WR",NA,"nfl-curtis-samuel",NA,"767f5024-184b-434b-9e52-90bb4375ca84"
"8374","36f6fe3f-a00d-4e66-a283-391d2b30cfb4","1986-11-11","Mark",74,"Sanchez","Mark Sanchez","QB",3750000,"nfl-mark-sanchez","bca0ee16-51ba-4a18-9b2b-57412b101677","009ff336-845b-411b-8ee5-9b3089e99398"
"8378","dd17f2ff-20c9-4ff5-83cf-71bd79a64268","1991-11-11","Ace",67,"Sanders","Ace Sanders","WR",NA,"nfl-ace-sanders","4934c69f-7843-4bab-97e8-8dc941a2a226","0fc8a1cb-bb61-4eba-b448-1d313813f0d1"
"8383","4e0cd179-db11-41a7-a6a9-efa6b7b320fe","1987-03-17","Emmanuel",71,"Sanders","Emmanuel Sanders","WR",5850000,"nfl-emmanuel-sanders","4934c69f-7843-4bab-97e8-8dc941a2a226","6e1ae482-bd5e-40b3-a2d8-24c0a9eec333"
"8391","5de2c57c-861b-4d23-beee-2fead45b7b7d","1993-02-23","Beau",77,"Sandland","Beau Sandland","TE",NA,"nfl-beau-sandland","05da6032-e719-4daf-8e6a-95a440e448ea","ade9a19b-3dfb-4436-aefd-e54f1c0d1a20"
"8396","f09dba8d-f13d-4913-be71-506170648a4a","1992-09-15","Bishop",70,"Sankey","Bishop Sankey","RB",873522,"nfl-bishop-sankey","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","273bc0eb-8984-4474-bbc8-5cce491aa662"
"8398","e9db9fc7-cbdc-4dc3-aecf-4d8aa0fe9192","1985-11-22","Tom",75,"Santi","Tom Santi","TE",NA,"nfl-tom-santi","05da6032-e719-4daf-8e6a-95a440e448ea","557d1013-6b50-4998-885b-d121af071867"
"8401","5ca061cb-8cd3-41d3-9c9c-36b6aac0b96d","1989-08-22","Mohamed",74,"Sanu","Mohamed Sanu","WR",1682813,"nfl-mohamed-sanu","4934c69f-7843-4bab-97e8-8dc941a2a226","c1618ca6-3dad-485d-b237-ad34f8d0bf83"
"8402","95761a94-5b5b-4243-a3b0-98b5a9fc2614","1988-10-13","Dane",71,"Sanzenbacher","Dane Sanzenbacher","WR",950000,"nfl-dane-sanzenbacher","4934c69f-7843-4bab-97e8-8dc941a2a226","009ff336-845b-411b-8ee5-9b3089e99398"
"8417","e2e8cdda-6d09-48e2-bdfa-25a59758934c","1994-05-01","Eric",77,"Saubert","Eric Saubert","TE",NA,"nfl-eric-saubert",NA,"c1618ca6-3dad-485d-b237-ad34f8d0bf83"
"8429","307a3afd-adcd-45e4-8432-ff7b30d343c4","1990-04-26","Tom",76,"Savage","Tom Savage","QB",408146,"nfl-tom-savage","bca0ee16-51ba-4a18-9b2b-57412b101677","545d6178-62b4-4e6e-a118-60e4f66d257d"
"8433","b45aa254-ad17-46fb-b30d-95078f081567","1993-08-13","Wes",76,"Saxton","Wes Saxton","TE",112200,"nfl-wes-saxton","05da6032-e719-4daf-8e6a-95a440e448ea","50990622-f5d7-4597-b9b3-c73c9be32af2"
"8443","08811b01-c600-41c8-aadf-b2528a1ff665","1993-05-19","Garrett",75,"Scantling","Garrett Scantling","WR",NA,"nfl-garrett-scantling",NA,"c1618ca6-3dad-485d-b237-ad34f8d0bf83"
"8451","23841feb-aae8-4415-bba3-bd37aa44b03d","1981-06-25","Matt",78,"Schaub","Matt Schaub","QB",2000000,"nfl-matt-schaub","bca0ee16-51ba-4a18-9b2b-57412b101677","c1618ca6-3dad-485d-b237-ad34f8d0bf83"
"8455","27da4071-f96f-4f50-ad14-a48a53413243","1992-07-07","Steven",77,"Scheu","Steven Scheu","TE",NA,"nfl-steven-scheu","05da6032-e719-4daf-8e6a-95a440e448ea","6e1ae482-bd5e-40b3-a2d8-24c0a9eec333"
"8478","5471c3ad-6e26-4d76-830e-21aca30fa12e","1978-11-04","Matt",77,"Schobel","Matt Schobel","TE",NA,"nfl-matt-schobel","05da6032-e719-4daf-8e6a-95a440e448ea","9990f062-0d8d-4dbf-82cc-73f3d5dfe532"
"8488","e544eb5d-ec94-4b13-a4ea-a581774c66be",NA,"Mason",77,"Schreck","Mason Schreck","TE",NA,"nfl-mason-schreck",NA,"6bb48096-ca08-40e3-8dd2-2d93d96e346e"
"8491","09c056d3-cdfe-4467-b64d-f7b700130b25","1994-06-12","Nick",76,"Schuessler","Nick Schuessler","QB",NA,"nfl-nick-schuessler",NA,"e5796fc5-4c5e-486d-a76d-5879fd2f5117"
"8509","15b5160f-3f7d-4000-84cb-59726a0c3a0c","1994-10-12","Artavis",70,"Scott","Artavis Scott","WR",NA,"nfl-artavis-scott",NA,"d1f76207-7303-484f-a25f-b00d1eb46ecd"
"8516","b3f75cea-76ec-4c61-92bb-bc9b559b05ce","1988-05-26","Da'Rel",71,"Scott","Da'Rel Scott","RB",NA,"nfl-da-rel-scott","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","47b8904b-4d56-481a-ab06-6e56dfe59f78"
"8534","912f0971-3fa6-4ef2-b603-c86732c2347f","1992-01-29","Rashawn",72,"Scott","Rashawn Scott","WR",NA,"nfl-rashawn-scott","4934c69f-7843-4bab-97e8-8dc941a2a226","49b7f5ba-da40-4b42-be4b-c68b4f9257e8"
"8538","68cad44a-4fbe-47a0-b124-f142bf2c011a","1990-08-17","Greg",75,"Scruggs","Greg Scruggs","TE",0,"nfl-greg-scruggs","05da6032-e719-4daf-8e6a-95a440e448ea","5546974d-27c2-4d93-a63e-d8320952e871"
"8540","829589a6-23fb-4c1b-ae30-d41b7e7298f6","1993-11-26","Jhajuan",73,"Seales","Jhajuan Seales","WR",NA,"nfl-jhajuan-seales",NA,"009ff336-845b-411b-8ee5-9b3089e99398"
"8541","c2ab947f-5cf6-4bff-9793-995185ad1166","1995-03-15","Ricky",77,"Seals-Jones","Ricky Seals-Jones","TE",NA,"nfl-ricky-seals-jones",NA,"77c57737-b688-4bbf-a127-7b7f0ef8bcdd"
"8546","d48b7806-fe08-42e7-ac4f-bed3b43ba653","1991-07-29","Lache",70,"Seastrunk","Lache Seastrunk","RB",0,"nfl-lache-seastrunk","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","8112be50-1ec2-47c0-ab27-b4fc4654aa5b"
"8552","48d4e5aa-c224-4e38-957d-dbcb519addef","1992-09-29","Austin",77,"Seferian-Jenkins","Austin Seferian-Jenkins","TE",1194301,"nfl-austin-seferian-jenkins","05da6032-e719-4daf-8e6a-95a440e448ea","8112be50-1ec2-47c0-ab27-b4fc4654aa5b"
"8554","5af14ee1-edd8-42f3-9a53-c542e28a7748","1981-02-11","Mike",76,"Seidman","Mike Seidman","TE",NA,"nfl-mike-seidman","05da6032-e719-4daf-8e6a-95a440e448ea","767f5024-184b-434b-9e52-90bb4375ca84"
"8561","c78e4342-3596-49bb-90b9-0a0ff75c5d57","1991-09-18","Tim",80,"Semisch","Tim Semisch","TE",0,"nfl-tim-semisch","05da6032-e719-4daf-8e6a-95a440e448ea","a8004516-b1d9-44df-b6ba-d5e4b7d9d1d7"
"8578","90cf5642-b235-4a90-8494-0d21850caaff",NA,"Canaan",74,"Severin","Canaan Severin","WR",NA,"nfl-canaan-severin","4934c69f-7843-4bab-97e8-8dc941a2a226","e5796fc5-4c5e-486d-a76d-5879fd2f5117"
"8579","0f49b565-2eb8-44de-ad24-14483355d927","1993-03-16","Canaan",74,"Severin","Canaan Severin","WR",NA,"canaan-severin",NA,"e5796fc5-4c5e-486d-a76d-5879fd2f5117"
"8588","d0c402ad-b388-4c35-aad9-22314a921f21",NA,"Adam",78,"Shaheen","Adam Shaheen","TE",NA,"nfl-adam-shaheen",NA,"009ff336-845b-411b-8ee5-9b3089e99398"
"8598","b4bc51aa-d92b-4ebd-8488-670125d5d61a","1994-04-25","Hunter",71,"Sharp","Hunter Sharp","WR",NA,"nfl-hunter-sharp","4934c69f-7843-4bab-97e8-8dc941a2a226","6e1ae482-bd5e-40b3-a2d8-24c0a9eec333"
"8603","3e0e489c-5d2a-4dac-b84a-fd6d182d6a4d","1994-12-23","Tajae",74,"Sharpe","Tajae Sharpe","WR",NA,"nfl-tajae-sharpe","4934c69f-7843-4bab-97e8-8dc941a2a226","a8004516-b1d9-44df-b6ba-d5e4b7d9d1d7"
"8608","487d0cfd-4f04-49b9-900b-53069e425d97","1991-09-19","Connor",73,"Shaw","Connor Shaw","QB",318000,"nfl-connor-shaw","bca0ee16-51ba-4a18-9b2b-57412b101677","009ff336-845b-411b-8ee5-9b3089e99398"
"8621","79a3a714-c3a8-4a36-9d31-87662262e853","1985-03-31","Kory",71,"Sheets","Kory Sheets","RB",NA,"nfl-kory-sheets","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","bf836ba5-77d0-4125-aa8a-ab785705eb29"
"8625","61d2411d-7a9a-4872-984f-961dcac83b88","1982-05-23","Dan",71,"Sheldon","Dan Sheldon","WR",NA,"nfl-dan-sheldon","4934c69f-7843-4bab-97e8-8dc941a2a226","557d1013-6b50-4998-885b-d121af071867"
"8627","14e40a34-340c-4fbe-8429-bce136563390","1993-09-07","Rushel",70,"Shell","Rushel Shell III","RB",NA,"nfl-rushel-shell-iii",NA,"e5796fc5-4c5e-486d-a76d-5879fd2f5117"
"8632","4d20d738-1f04-4ba4-a452-a88b6b33a314","1982-04-01","Matt",72,"Shelton","Matt Shelton","WR",NA,"nfl-matt-shelton","4934c69f-7843-4bab-97e8-8dc941a2a226","5546974d-27c2-4d93-a63e-d8320952e871"
"8633","44b32fe5-26df-4c92-914c-51d3a5c2f7b7","1994-05-06","R.J.",71,"Shelton","R.J. Shelton","WR",NA,"nfl-r-j-shelton",NA,"273bc0eb-8984-4474-bbc8-5cce491aa662"
"8638","e7a47192-4e9d-494d-9b8f-cc68ff0fea71","1990-09-17","Russell",73,"Shepard","Russell Shepard","WR",585000,"nfl-russell-shepard","4934c69f-7843-4bab-97e8-8dc941a2a226","767f5024-184b-434b-9e52-90bb4375ca84"
"8639","6c9cc6b8-e82b-454b-886c-3dae4525423e","1993-02-10","Sterling",70,"Shepard","Sterling Shepard","WR",NA,"nfl-sterling-shepard","4934c69f-7843-4bab-97e8-8dc941a2a226","47b8904b-4d56-481a-ab06-6e56dfe59f78"
"8642","60a0a7a4-f8c2-4a93-8c75-ebe2c6518968","1980-05-18","Edell",73,"Shepherd","Edell Shepherd","WR",NA,"nfl-edell-shepherd","4934c69f-7843-4bab-97e8-8dc941a2a226","6e1ae482-bd5e-40b3-a2d8-24c0a9eec333"
"8649","dfcd38a0-5668-4d5f-aaa5-c64006514957","1988-12-11","Anthony",70,"Sherman","Anthony Sherman","RB",1500000,"nfl-anthony-sherman","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","3a857729-4c8c-4dde-9cad-359cab5990de"
"8657","72a1e506-e3ea-48b1-a1f1-696d0422892f",NA,"Arman",0,"Shields","Arman Shields","WR",NA,"nfl-arman-shields","4934c69f-7843-4bab-97e8-8dc941a2a226","bf836ba5-77d0-4125-aa8a-ab785705eb29"
"8658","b6943ed7-9eab-4709-aed0-b19958e9e43d","1991-12-15","Ron",77,"Shields","Ron Shields","TE",NA,"nfl-ronnie-shields","05da6032-e719-4daf-8e6a-95a440e448ea","e6094723-20f3-417a-87d2-1ccc0b7a6388"
"8662","8dcabae6-22b6-4c6b-aa0c-15231bfc4075","1992-07-17","Jaxon",72,"Shipley","Jaxon Shipley","WR",0,"nfl-jaxon-shipley","4934c69f-7843-4bab-97e8-8dc941a2a226","77c57737-b688-4bbf-a127-7b7f0ef8bcdd"
"8666","0ed8634c-31f3-4b26-8eea-f8f687fe0c05","1994-05-17","Brandon",71,"Shippen","Brandon Shippen","WR",NA,"nfl-brandon-shippen","4934c69f-7843-4bab-97e8-8dc941a2a226","3f53d6c3-46ae-4a68-833e-fc29c8ecbdb2"
"8677","40eaaf7e-a795-4231-b75d-42aff451625d",NA,"Alex",78,"Shor","Alex Shor","TE",NA,"nfl-alex-shor","05da6032-e719-4daf-8e6a-95a440e448ea","77c57737-b688-4bbf-a127-7b7f0ef8bcdd"
"8681","5df15368-1bdd-4584-95c6-2aa442bc2470","1987-12-22","Cecil",72,"Shorts","Cecil Shorts III","WR",2453125,"nfl-cecil-shorts","4934c69f-7843-4bab-97e8-8dc941a2a226","0d0cfd49-bea6-4ad0-a263-5a350865b99e"
"8682","bb41b18c-3365-4a97-836d-2adbf0bf1016","1995-10-06","Daikiel",73,"Shorts","Daikiel Shorts Jr.","WR",NA,"nfl-daikiel-shorts-jr",NA,"50990622-f5d7-4597-b9b3-c73c9be32af2"
"8683","8de58329-980d-4d21-bb6a-654a06da5097","1991-09-06","Jameill",74,"Showers","Jameill Showers","QB",0,"nfl-jameill-showers","bca0ee16-51ba-4a18-9b2b-57412b101677","d61f132b-29f6-4140-847b-efb50ea9ccba"
"8684","a128d4f2-588c-4db3-8426-d997f4a7e941",NA,"Valdez",72,"Showers","Valdez Showers","WR",NA,"nfl-valdez-showers","4934c69f-7843-4bab-97e8-8dc941a2a226","557d1013-6b50-4998-885b-d121af071867"
"8688","69d6cffd-20e8-45f4-aa9b-ee48f9f0d3dd","1993-09-26","Miles",70,"Shuler","Miles Shuler","WR",NA,"nfl-miles-shuler","4934c69f-7843-4bab-97e8-8dc941a2a226","767f5024-184b-434b-9e52-90bb4375ca84"
"8694","c920a471-3e29-4534-a938-6a35ca08533e","1991-12-26","Trevor",75,"Siemian","Trevor Siemian","QB",448195,"nfl-trevor-siemian","bca0ee16-51ba-4a18-9b2b-57412b101677","6e1ae482-bd5e-40b3-a2d8-24c0a9eec333"
"8710","bdf707d1-e264-4655-83e0-047e1d8c079b","1992-04-01","Jalen",68,"Simmons","Jalen Simmons","RB",NA,"nfl-jalen-simmons","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","767f5024-184b-434b-9e52-90bb4375ca84"
"8720","4d05370a-1997-4ce9-8a3c-500c25a0c115","1980-08-29","Chris",76,"Simms","Chris Simms","QB",NA,"nfl-chris-simms","bca0ee16-51ba-4a18-9b2b-57412b101677","a8004516-b1d9-44df-b6ba-d5e4b7d9d1d7"
"8721","fb4c29f7-d946-4513-a9fe-a20fa189f386","1988-09-27","Matt",75,"Simms","Matt Simms","QB",0,"nfl-matt-simms","bca0ee16-51ba-4a18-9b2b-57412b101677","c1618ca6-3dad-485d-b237-ad34f8d0bf83"
"8730","a100743a-d8c5-42ef-baa2-c33ccabeca05",NA,"Rashaun",77,"Simonise","Rashaun Simonise","WR",NA,"nfl-rashaun-simonise",NA,"6bb48096-ca08-40e3-8dd2-2d93d96e346e"
"8731","a2c09762-0a36-4865-bf80-4ab9b4e6d1ce","1992-04-13","Scott",77,"Simonson","Scott Simonson","TE",555000,"nfl-scott-simonson","05da6032-e719-4daf-8e6a-95a440e448ea","767f5024-184b-434b-9e52-90bb4375ca84"
"8733","03a8bb05-0b97-40ec-91ed-2d29c5edc429","1985-08-22","Chad",69,"Simpson","Chad Simpson","RB",NA,"nfl-chad-simpson","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","1c4f553a-bde3-4229-8565-9c40401a9956"
"8734","51c4fa26-bf64-4487-9201-c8d512961f6e","1986-02-04","Jerome",74,"Simpson","Jerome Simpson","WR",532058,"nfl-jerome-simpson","4934c69f-7843-4bab-97e8-8dc941a2a226","62b050a0-42c8-4cdd-aaaf-1ee5bbb01bf3"
"8738","16b0ddac-901d-492d-bd40-deacb89bcc67","1992-01-03","Blake",71,"Sims","Blake Sims","RB",NA,"nfl-blake-sims",NA,"0d0cfd49-bea6-4ad0-a263-5a350865b99e"
"8739","d3db1cb3-6c56-4572-806c-b1fe8c02fbec","1990-09-19","Charles",72,"Sims","Charles Sims","RB",726023,"nfl-charles-sims","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","0d0cfd49-bea6-4ad0-a263-5a350865b99e"
"8743","c4844b7b-e96b-4038-b799-516aefde03b3","1991-02-18","Dion",76,"Sims","Dion Sims","TE",701888,"nfl-dion-sims","05da6032-e719-4daf-8e6a-95a440e448ea","009ff336-845b-411b-8ee5-9b3089e99398"
"8748","914fb6ba-da5b-44a0-9991-a1f19aad9d5b","1992-08-15","Phillip",73,"Sims","Phillip Sims","QB",0,"nfl-phillip-sims","bca0ee16-51ba-4a18-9b2b-57412b101677","e6094723-20f3-417a-87d2-1ccc0b7a6388"
"8752","643841e6-0eda-48f3-9883-93119fa07d7d","1983-02-14","James",73,"Sims Jr.","James Sims Jr.","RB",NA,"nfl-james-sims-jr","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","47b8904b-4d56-481a-ab06-6e56dfe59f78"
"8754","87e3cca7-b0e2-474a-8e7c-4e910e0fdbb4","1993-02-05","Gannon",79,"Sinclair","Gannon Sinclair","TE",0,"nfl-gannon-sinclair","05da6032-e719-4daf-8e6a-95a440e448ea","0fc8a1cb-bb61-4eba-b448-1d313813f0d1"
"8758","06343d74-964e-4412-ac77-eb65f35eaa32","1990-12-10","Terrell",73,"Sinkfield","Terrell Sinkfield","WR",NA,"nfl-terrell-sinkfield","4934c69f-7843-4bab-97e8-8dc941a2a226","273bc0eb-8984-4474-bbc8-5cce491aa662"
"8782","476a6a73-96f7-44fa-9330-2fe1c487c4d4","1985-09-09","Matthew",72,"Slater","Matthew Slater","WR",1766666,"nfl-matt-slater","4934c69f-7843-4bab-97e8-8dc941a2a226","5546974d-27c2-4d93-a63e-d8320952e871"
"8791","d8dab7da-c735-4f9e-a511-50b3cc1c775c",NA,"Tyler",73,"Slavin","Tyler Slavin","WR",NA,"tyler-slavin","4934c69f-7843-4bab-97e8-8dc941a2a226","e6094723-20f3-417a-87d2-1ccc0b7a6388"
"8794","4ed27d71-fa12-4488-9ca9-c805ebc99cce","1994-02-07","Kyle",76,"Sloter","Kyle Sloter","QB",NA,"nfl-kyle-sloter",NA,"6e1ae482-bd5e-40b3-a2d8-24c0a9eec333"
"8800","ef8292ce-a3c9-4d94-a90c-f4712c5c347f","1994-01-29","Wendell",70,"Smallwood","Wendell Smallwood","RB",NA,"nfl-wendell-smallwood","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","9990f062-0d8d-4dbf-82cc-73f3d5dfe532"
"8805","9424998a-082d-494c-a89b-b4725ed91336","1991-12-03","DeAndre",74,"Smelter","DeAndre Smelter","WR",480128,"nfl-deandre-smelter","4934c69f-7843-4bab-97e8-8dc941a2a226","62b050a0-42c8-4cdd-aaaf-1ee5bbb01bf3"
"8811","509b5a49-0f64-4893-a2ed-323a2e1877b0","1982-05-22","Alex",76,"Smith","Alex Smith","TE",870000,"nfl-alex-smith-2","05da6032-e719-4daf-8e6a-95a440e448ea","1c4f553a-bde3-4229-8565-9c40401a9956"
"8812","c14d4ccd-5e27-49fb-8ab3-42f31048d412","1984-05-07","Alex",76,"Smith","Alex Smith","QB",15600000,"nfl-alex-smith","bca0ee16-51ba-4a18-9b2b-57412b101677","3a857729-4c8c-4dde-9cad-359cab5990de"
"8813","8ef801bc-f76b-45e2-bb47-e0690e990874","1987-01-23","Alfonso",73,"Smith","Alfonso Smith","RB",NA,"nfl-alfonso-smith","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","77c57737-b688-4bbf-a127-7b7f0ef8bcdd"
"8819","a8de8b56-9972-4d3c-a953-a57dff62060f","1990-04-02","Andrell",75,"Smith","Andrell Smith","WR",NA,"nfl-andrell-smith","4934c69f-7843-4bab-97e8-8dc941a2a226","49b7f5ba-da40-4b42-be4b-c68b4f9257e8"
"8821","d9dd0b48-f768-4dfe-94d8-95d04547ddb2","1985-09-17","Antone",69,"Smith","Antone Smith","RB",NA,"antone-smith",NA,"0d0cfd49-bea6-4ad0-a263-5a350865b99e"
"8826","26159a2f-51a3-4053-83c9-4790ef50bd89","1983-12-12","Brad",74,"Smith","Brad Smith","WR",NA,"nfl-brad-smith","4934c69f-7843-4bab-97e8-8dc941a2a226","50990622-f5d7-4597-b9b3-c73c9be32af2"
"8850","53f68614-42a3-4797-ab3e-111d983f255c","1994-11-02","DeSean",77,"Smith","DeSean Smith","TE",NA,"nfl-desean-smith",NA,"767f5024-184b-434b-9e52-90bb4375ca84"
"8851","a9a6ef7e-6f24-44f2-bdbc-a2bfc3409d69","1994-11-08","De'Veon",71,"Smith","De'Veon Smith","RB",NA,"nfl-de-veon-smith",NA,"49b7f5ba-da40-4b42-be4b-c68b4f9257e8"
"8852","48218fbb-db1a-4965-90e3-cdd3743c7f32","1992-03-03","Devin",73,"Smith","Devin Smith","WR",1067712,"nfl-devin-smith","4934c69f-7843-4bab-97e8-8dc941a2a226","8112be50-1ec2-47c0-ab27-b4fc4654aa5b"
"8858","caccf0e5-b4f0-40d3-95eb-07901376512e","1992-09-08","Dreamius",71,"Smith","Dreamius Smith","RB",0,"nfl-dreamius-smith","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","e5796fc5-4c5e-486d-a76d-5879fd2f5117"
"8864","b1da6eb8-c49e-446f-a32f-a3f4bd368ff1","1990-10-10","Geno",75,"Smith","Geno Smith","QB",1368983,"nfl-geno-smith","bca0ee16-51ba-4a18-9b2b-57412b101677","47b8904b-4d56-481a-ab06-6e56dfe59f78"
"8882","34e2deef-9cdb-4d3b-97fb-b5f74b4ab1e8","1995-08-22","Jonnu",75,"Smith","Jonnu Smith","TE",NA,"nfl-jonnu-smith",NA,"a8004516-b1d9-44df-b6ba-d5e4b7d9d1d7"
"8889","4b412642-741a-4596-95cf-35f9c33ee7cf","1986-12-17","Kevin",73,"Smith","Kevin Smith","RB",NA,"kevin-smith","92b07ec8-fdf7-4052-8f29-2bc02d38a7aa","82fedbfa-8c2c-46cc-b02f-ea16abf5ffc9"
"8890","36712af5-c4a9-4263-8d9f-496d6c72dae9","1991-12-21","Kevin",72,"Smith","Kevin Smith","WR",112200,"nfl-kevin-smith","4934c69f-7843-4bab-97e8-8dc941a2a226","e6094723-20f3-417a-87d2-1ccc0b7a6388"
"8896","b16ce5d8-51e2-4ca2-8274-3896a2a4d663","1987-11-21","Lee",78,"Smith","Lee Smith","TE",3350000,"nfl-lee-smith","05da6032-e719-4daf-8e6a-95a440e448ea","bf836ba5-77d0-4125-aa8a-ab785705eb29"
"8899","8fe4e3fb-987e-4bdc-a97a-e45e09808de4","1980-05-13","L.J.",75,"Smith","L.J. Smith","TE",NA,"nfl-l-j-smith","05da6032-e719-4daf-8e6a-95a440e448ea","15cdbc22-7b1e-4012-a731-987ca52e3c05"
